"销售网点分玩法销售统计","","","","","","","","","","","","",""
"JX201","","","","","","","","","","","","",""
"日期范围：","2018-11-13~2018-11-13","","","","","","","","打印时间：","","","2018-11-14 06:12:33",""
"","","","","","","","","","","","","",""
"市编码","市名称","县编码","县名称","网点编码","网点名称","游戏编码","游戏名称","激活包数","激活金额","确认包数","确认金额","兑奖张数","兑奖金额"
"3703","青岛市","370303","市北一区","3703004006","3703004006","0465","十倍幸运","0","0","0","0","19","410"
"3703","青岛市","370303","市北一区","3703004006","3703004006","0468","巅峰对决","0","0","0","0","7","45"
"3703","青岛市","370303","市北一区","3703004081","3703004081","0434","八喜","0","0","0","0","2","7"
"3703","青岛市","370303","市北一区","3703004081","3703004081","0449","十二星座","0","0","0","0","1","10"
"3703","青岛市","370303","市北一区","3703004081","3703004081","0465","十倍幸运","0","0","0","0","1","20"
"3703","青岛市","370303","市北一区","3703004081","3703004081","0473","数字密码","0","0","0","0","1","10"
"3703","青岛市","370303","市北一区","3703004161","3703004161","0481","节气歌","0","0","0","0","38","1,320"
"3703","青岛市","370303","市北一区","3703004163","3703004163","0313","财富之门","0","0","0","0","1","20"
"3703","青岛市","370303","市北一区","3703004163","3703004163","0397","好运123","0","0","0","0","2","10"
"3703","青岛市","370303","市北一区","3703004163","3703004163","0399","中国结","0","0","0","0","7","65"
"3703","青岛市","370303","市北一区","3703004163","3703004163","0401","芝麻开门","0","0","0","0","2","70"
"3703","青岛市","370303","市北一区","3703004163","3703004163","0408","7","0","0","0","0","4","100"
"3703","青岛市","370303","市北一区","3703004163","3703004163","0418","招财猫","0","0","0","0","1","10"
"3703","青岛市","370303","市北一区","3703004163","3703004163","0423","太空寻宝","0","0","0","0","7","14"
"3703","青岛市","370303","市北一区","3703004163","3703004163","0426","花开富贵","0","0","0","0","1","50"
"3703","青岛市","370303","市北一区","3703004163","3703004163","0434","八喜","0","0","0","0","5","16"
"3703","青岛市","370303","市北一区","3703004163","3703004163","0449","十二星座","0","0","0","0","1","40"
"3703","青岛市","370303","市北一区","3703004163","3703004163","0451","麻辣6","0","0","0","0","7","80"
"3703","青岛市","370303","市北一区","3703004163","3703004163","0454","旺旺","0","0","0","0","2","60"
"3703","青岛市","370303","市北一区","3703004163","3703004163","0456","红樱桃","0","0","0","0","1","3"
"3703","青岛市","370303","市北一区","3703004163","3703004163","0462","体彩顶呱刮十周年庆","0","0","0","0","6","80"
"3703","青岛市","370303","市北一区","3703004163","3703004163","0463","体彩顶呱刮十周年庆","0","0","0","0","2","30"
"3703","青岛市","370303","市北一区","3703004163","3703004163","0469","巅峰对决","0","0","0","0","13","670"
"3703","青岛市","370303","市北一区","3703004163","3703004163","0473","数字密码","0","0","0","0","3","30"
"3703","青岛市","370303","市北一区","3703004163","3703004163","0481","节气歌","0","0","0","0","3","80"
"3703","青岛市","370303","市北一区","3703004185","3703004185","0399","中国结","0","0","0","0","1","10"
"3703","青岛市","370303","市北一区","3703004185","3703004185","0451","麻辣6","0","0","0","0","2","10"
"3703","青岛市","370303","市北一区","3703004185","3703004185","0473","数字密码","0","0","0","0","11","150"
"3703","青岛市","370303","市北一区","3703004185","3703004185","0481","节气歌","0","0","0","0","3","60"
"3703","青岛市","370303","市北一区","3703004185","3703004185","0482","锦绣","0","0","0","0","2","50"
"3703","青岛市","370303","市北一区","3703004224","3703004224","0267","甜蜜蜜","0","0","0","0","20","150"
"3703","青岛市","370303","市北一区","3703004224","3703004224","0385","卧虎藏龙","0","0","0","0","1","5"
"3703","青岛市","370303","市北一区","3703004224","3703004224","0432","强力5","0","0","0","0","1","10"
"3703","青岛市","370303","市北一区","3703004224","3703004224","0434","八喜","0","0","0","0","5","16"
"3703","青岛市","370303","市北一区","3703004224","3703004224","0444","西游记","0","0","0","0","1","20"
"3703","青岛市","370303","市北一区","3703004224","3703004224","0449","十二星座","0","0","0","0","2","30"
"3703","青岛市","370303","市北一区","3703004224","3703004224","0451","麻辣6","0","0","0","0","2","15"
"3703","青岛市","370303","市北一区","3703004224","3703004224","0454","旺旺","0","0","0","0","1","10"
"3703","青岛市","370303","市北一区","3703004224","3703004224","0462","体彩顶呱刮十周年庆","0","0","0","0","1","5"
"3703","青岛市","370303","市北一区","3703004224","3703004224","0465","十倍幸运","0","0","0","0","1","10"
"3703","青岛市","370303","市北一区","3703004224","3703004224","0481","节气歌","0","0","0","0","1","20"
"3703","青岛市","370303","市北一区","3703004224","3703004224","0482","锦绣","0","0","0","0","1","20"
"3703","青岛市","370303","市北一区","3703004400","3703004400","0292","绿翡翠9","0","0","0","0","14","210"
"3703","青岛市","370303","市北一区","3703004400","3703004400","0374","超值8","0","0","1","600","5","150"
"3703","青岛市","370303","市北一区","3703004400","3703004400","0408","7","0","0","1","600","5","160"
"3703","青岛市","370303","市北一区","3703004400","3703004400","0433","富贵有余","0","0","0","0","8","300"
"3703","青岛市","370303","市北一区","3703004400","3703004400","0446","天降财神","0","0","1","600","0","0"
"3703","青岛市","370303","市北一区","3703004400","3703004400","0469","巅峰对决","0","0","1","1,000","10","430"
"3703","青岛市","370303","市北一区","3703004400","3703004400","0472","绿翡翠 9","0","0","1","600","0","0"
"3703","青岛市","370303","市北一区","3703004400","3703004400","0481","节气歌","0","0","0","0","34","930"
"3703","青岛市","370303","市北一区","3703004400","3703004400","0482","锦绣","0","0","0","0","3","60"
"3703","青岛市","370303","市北一区","3703004525","3703004525","0449","十二星座","0","0","0","0","4","80"
"3703","青岛市","370303","市北一区","3703004525","3703004525","0463","体彩顶呱刮十周年庆","0","0","0","0","5","60"
"3703","青岛市","370303","市北一区","3703004525","3703004525","0465","十倍幸运","0","0","0","0","6","110"
"3703","青岛市","370303","市北一区","3703004525","3703004525","0469","巅峰对决","0","0","0","0","1","50"
"3703","青岛市","370303","市北一区","3703004547","3703004547101","0423","太空寻宝","0","0","0","0","2","7"
"3703","青岛市","370303","市北一区","3703004547","3703004547101","0434","八喜","0","0","0","0","7","28"
"3703","青岛市","370303","市北一区","3703004547","3703004547101","0456","红樱桃","0","0","0","0","1","15"
"3703","青岛市","370303","市北一区","3703004603","3703004603101","0449","十二星座","0","0","0","0","3","70"
"3703","青岛市","370303","市北一区","3703004603","3703004603101","0460","新时代 动起来","0","0","0","0","2","10"
"3703","青岛市","370303","市北一区","3703004603","3703004603101","0478","爱跑","0","0","0","0","3","40"
"3703","青岛市","370303","市北一区","3703004603","3703004603101","0481","节气歌","0","0","0","0","2","40"
"3703","青岛市","370303","市北一区","3703004603","3703004603101","0482","锦绣","0","0","0","0","2","40"
"3703","青岛市","370303","市北一区","3703004692","3703004692","0134","宝石之王","0","0","0","0","1","100"
"3703","青岛市","370303","市北一区","3703004692","3703004692","0387","卧虎藏龙","0","0","0","0","1","20"
"3703","青岛市","370303","市北一区","3703004692","3703004692","0399","中国结","0","0","0","0","7","60"
"3703","青岛市","370303","市北一区","3703004692","3703004692","0408","7","0","0","0","0","4","120"
"3703","青岛市","370303","市北一区","3703004692","3703004692","0416","点石成金","0","0","0","0","3","120"
"3703","青岛市","370303","市北一区","3703004692","3703004692","0423","太空寻宝","0","0","0","0","3","9"
"3703","青岛市","370303","市北一区","3703004692","3703004692","0426","花开富贵","0","0","0","0","11","260"
"3703","青岛市","370303","市北一区","3703004692","3703004692","0432","强力5","0","0","0","0","4","45"
"3703","青岛市","370303","市北一区","3703004692","3703004692","0433","富贵有余","0","0","0","0","2","60"
"3703","青岛市","370303","市北一区","3703004692","3703004692","0434","八喜","0","0","0","0","2","4"
"3703","青岛市","370303","市北一区","3703004692","3703004692","0451","麻辣6","0","0","0","0","15","130"
"3703","青岛市","370303","市北一区","3703004692","3703004692","0460","新时代 动起来","0","0","0","0","15","110"
"3703","青岛市","370303","市北一区","3703004692","3703004692","0463","体彩顶呱刮十周年庆","0","0","0","0","2","20"
"3703","青岛市","370303","市北一区","3703004692","3703004692","0481","节气歌","0","0","0","0","16","410"
"3703","青岛市","370303","市北一区","3703004692","3703004692","0482","锦绣","0","0","0","0","7","140"
"3703","青岛市","370303","市北一区","3703005012","3703005012","0481","节气歌","0","0","0","0","4","80"
"3703","青岛市","370303","市北一区","3703005131","3703005131","0434","八喜","0","0","0","0","2","12"
"3703","青岛市","370303","市北一区","3703027038","3703027038","0385","卧虎藏龙","0","0","0","0","1","5"
"3703","青岛市","370303","市北一区","3703027038","3703027038","0386","卧虎藏龙","0","0","0","0","5","150"
"3703","青岛市","370303","市北一区","3703027038","3703027038","0399","中国结","0","0","0","0","3","40"
"3703","青岛市","370303","市北一区","3703027038","3703027038","0418","招财猫","0","0","0","0","3","40"
"3703","青岛市","370303","市北一区","3703027038","3703027038","0429","天时地利人和","0","0","0","0","2","40"
"3703","青岛市","370303","市北一区","3703027128","3703027128","0267","甜蜜蜜","0","0","0","0","19","185"
"3703","青岛市","370303","市北一区","3703027128","3703027128","0268","通吃","0","0","0","0","3","30"
"3703","青岛市","370303","市北一区","3703027128","3703027128","0328","乐在7中","0","0","0","0","2","20"
"3703","青岛市","370303","市北一区","3703027128","3703027128","0374","超值8","0","0","0","0","1","20"
"3703","青岛市","370303","市北一区","3703027128","3703027128","0380","中国红","0","0","0","0","1","10"
"3703","青岛市","370303","市北一区","3703027128","3703027128","0397","好运123","0","0","0","0","3","20"
"3703","青岛市","370303","市北一区","3703027128","3703027128","0423","太空寻宝","0","0","0","0","17","40"
"3703","青岛市","370303","市北一区","3703027128","3703027128","0426","花开富贵","0","0","0","0","1","20"
"3703","青岛市","370303","市北一区","3703027128","3703027128","0433","富贵有余","0","0","0","0","4","180"
"3703","青岛市","370303","市北一区","3703027128","3703027128","0434","八喜","0","0","0","0","5","13"
"3703","青岛市","370303","市北一区","3703027128","3703027128","0438","财运旺好运旺","0","0","0","0","13","80"
"3703","青岛市","370303","市北一区","3703027128","3703027128","0440","天作之合","0","0","0","0","2","20"
"3703","青岛市","370303","市北一区","3703027128","3703027128","0449","十二星座","0","0","0","0","1","10"
"3703","青岛市","370303","市北一区","3703027128","3703027128","0453","旺旺","0","0","0","0","4","35"
"3703","青岛市","370303","市北一区","3703027128","3703027128","0462","体彩顶呱刮十周年庆","0","0","0","0","8","110"
"3703","青岛市","370303","市北一区","3703027128","3703027128","0463","体彩顶呱刮十周年庆","0","0","0","0","5","90"
"3703","青岛市","370303","市北一区","3703027128","3703027128","0468","巅峰对决","0","0","0","0","4","20"
"3703","青岛市","370303","市北一区","3703027128","3703027128","0481","节气歌","0","0","0","0","2","40"
"3703","青岛市","370303","市北一区","3703027264","37030027264101","0385","卧虎藏龙","0","0","0","0","3","15"
"3703","青岛市","370303","市北一区","3703027264","37030027264101","0482","锦绣","0","0","0","0","1","20"
"3703","青岛市","370303","市北一区","3703027361","3703027361","0328","乐在7中","0","0","0","0","1","10"
"3703","青岛市","370303","市北一区","3703027361","3703027361","0335","滚雪球","0","0","0","0","1","30"
"3703","青岛市","370303","市北一区","3703027361","3703027361","0399","中国结","0","0","0","0","2","20"
"3703","青岛市","370303","市北一区","3703027361","3703027361","0429","天时地利人和","0","0","0","0","1","20"
"3703","青岛市","370303","市北一区","3703027361","3703027361","0432","强力5","0","0","0","0","1","15"
"3703","青岛市","370303","市北一区","3703027361","3703027361","0462","体彩顶呱刮十周年庆","0","0","0","0","1","10"
"3703","青岛市","370303","市北一区","3703927547","3703927547901","0451","麻辣6","0","0","0","0","2","10"
"3703","青岛市","370303","市北一区","3703927547","3703927547901","0462","体彩顶呱刮十周年庆","0","0","0","0","1","5"
"3703","青岛市","370303","市北一区","3703927638","3703927638901","0267","甜蜜蜜","0","0","0","0","3","20"
"3703","青岛市","370303","市北一区","3703927638","3703927638901","0463","体彩顶呱刮十周年庆","0","0","0","0","2","20"
"3703","青岛市","370303","市北一区","3703927639","3703927639","0267","甜蜜蜜","0","0","0","0","3","15"
"3703","青岛市","370303","市北一区","3703927640","3703927640","0134","宝石之王","0","0","0","0","1","30"
"3703","青岛市","370303","市北一区","3703927640","3703927640","0451","麻辣6","0","0","0","0","3","25"
"3703","青岛市","370303","市北一区","3703927642","3703927642","0409","日进斗金","0","0","0","0","1","20"
"3703","青岛市","370303","市北一区","3703927647","3703927647","0267","甜蜜蜜","0","0","0","0","5","50"
"3703","青岛市","370303","市北一区","3703927647","3703927647","0451","麻辣6","0","0","0","0","5","25"
"3703","青岛市","370303","市北一区","3703927647","3703927647","0462","体彩顶呱刮十周年庆","0","0","0","0","1","20"
"3703","青岛市","370303","市北一区","3703927651","3703927651","0267","甜蜜蜜","0","0","0","0","3","25"
"3703","青岛市","370303","市北一区","3703927652","3703927652","0134","宝石之王","0","0","0","0","1","30"
"3703","青岛市","370303","市北一区","3703927652","3703927652","0451","麻辣6","0","0","0","0","2","10"
"3703","青岛市","370303","市北一区","3703927654","3703927654","0267","甜蜜蜜","0","0","0","0","1","20"
"3703","青岛市","370303","市北一区","3703927659","3703927659","0328","乐在7中","0","0","0","0","1","10"
"3703","青岛市","370303","市北一区","3703927659","3703927659","0433","富贵有余","0","0","0","0","1","30"
"3703","青岛市","370303","市北一区","3703927659","3703927659","0451","麻辣6","0","0","0","0","1","20"
"3703","青岛市","370303","市北一区","3703927659","3703927659","0472","绿翡翠 9","0","0","0","0","1","10"
"3703","青岛市","370303","市北一区","3703927660","3703927660","0328","乐在7中","0","0","0","0","1","10"
"3703","青岛市","370303","市北一区","3703927660","3703927660","0451","麻辣6","0","0","0","0","2","15"
"3703","青岛市","370303","市北一区","3703927660","3703927660","0462","体彩顶呱刮十周年庆","0","0","0","0","3","15"
"3703","青岛市","370303","市北一区","3703927660","3703927660","0465","十倍幸运","0","0","0","0","1","10"
"3703","青岛市","370303","市北一区","3703927661","3703927661","0451","麻辣6","0","0","0","0","4","35"
"3703","青岛市","370303","市北一区","3703927662","3703927662","0267","甜蜜蜜","0","0","0","0","1","10"
"3703","青岛市","370303","市北一区","3703927662","3703927662","0328","乐在7中","0","0","0","0","1","10"
"3703","青岛市","370303","市北一区","3703927662","3703927662","0451","麻辣6","0","0","0","0","3","15"
"3703","青岛市","370303","市北一区","3703927662","3703927662","0462","体彩顶呱刮十周年庆","0","0","0","0","2","15"
"3703","青岛市","370303","市北一区","3703927663","3703927663","0326","赤壁","0","0","0","0","1","10"
"3703","青岛市","370303","市北一区","3703927663","3703927663","0328","乐在7中","0","0","0","0","1","10"
"3703","青岛市","370303","市北一区","3703927663","3703927663","0432","强力5","0","0","0","0","1","10"
"3703","青岛市","370303","市北一区","3703927663","3703927663","0451","麻辣6","0","0","0","0","1","5"
"3703","青岛市","370303","市北一区","3703927664","3703927664","0267","甜蜜蜜","0","0","0","0","4","50"
"3703","青岛市","370303","市北一区","3703927664","3703927664","0328","乐在7中","0","0","0","0","2","20"
"3703","青岛市","370303","市北一区","3703927664","3703927664","0432","强力5","0","0","0","0","1","10"
"3703","青岛市","370303","市北一区","3703927664","3703927664","0472","绿翡翠 9","0","0","0","0","4","50"
"3703","青岛市","370303","市北一区","3703927666","3703927666","0134","宝石之王","0","0","0","0","7","300"
"3703","青岛市","370303","市北一区","3703927666","3703927666","0267","甜蜜蜜","0","0","0","0","1","5"
"3703","青岛市","370303","市北一区","3703927666","3703927666","0326","赤壁","0","0","0","0","4","60"
"3703","青岛市","370303","市北一区","3703927666","3703927666","0432","强力5","0","0","0","0","8","100"
"3703","青岛市","370303","市北一区","3703927666","3703927666","0433","富贵有余","0","0","0","0","1","30"
"3703","青岛市","370303","市北一区","3703927666","3703927666","0451","麻辣6","0","0","0","0","1","10"
"3703","青岛市","370303","市北一区","3703927666","3703927666","0464","体彩顶呱刮十周年庆","0","0","0","0","2","70"
"3703","青岛市","370303","市北一区","3703927666","3703927666","0472","绿翡翠 9","0","0","0","0","4","55"
"3703","青岛市","370303","市北一区","3703927668","3703927668","0267","甜蜜蜜","0","0","0","0","1","10"
"3703","青岛市","370303","市北一区","3703927668","3703927668","0432","强力5","0","0","0","0","2","35"
"3703","青岛市","370303","市北一区","3703927668","3703927668","0451","麻辣6","0","0","0","0","1","5"
"3703","青岛市","370303","市北一区","3703927668","3703927668","0462","体彩顶呱刮十周年庆","0","0","0","0","2","10"
"3703","青岛市","370303","市北一区","3703927669","3703927669","0267","甜蜜蜜","0","0","0","0","4","115"
"3703","青岛市","370303","市北一区","3703927669","3703927669","0451","麻辣6","0","0","0","0","2","30"
"3703","青岛市","370303","市北一区","3703927670","3703927670","0267","甜蜜蜜","0","0","0","0","2","10"
"3703","青岛市","370303","市北一区","3703927670","3703927670","0451","麻辣6","0","0","0","0","1","5"
"3703","青岛市","370303","市北一区","3703927672","3703927672","0267","甜蜜蜜","0","0","0","0","3","245"
"3703","青岛市","370303","市北一区","3703927672","3703927672","0292","绿翡翠9","0","0","0","0","1","10"
"3703","青岛市","370303","市北一区","3703927672","3703927672","0462","体彩顶呱刮十周年庆","0","0","0","0","2","10"
"3703","青岛市","370303","市北一区","3703927673","3703927673","0267","甜蜜蜜","0","0","0","0","3","30"
"3703","青岛市","370303","市北一区","3703927673","3703927673","0451","麻辣6","0","0","0","0","2","10"
"3703","青岛市","370303","市北一区","3703927675","3703927675","0267","甜蜜蜜","0","0","0","0","3","25"
"3703","青岛市","370303","市北一区","3703927675","3703927675","0432","强力5","0","0","0","0","1","10"
"3703","青岛市","370303","市北一区","3703927675","3703927675","0451","麻辣6","0","0","0","0","2","25"
"3703","青岛市","370303","市北一区","3703927676","3703927676","0267","甜蜜蜜","0","0","0","0","3","40"
"3703","青岛市","370303","市北一区","3703927676","3703927676","0432","强力5","0","0","0","0","1","15"
"3703","青岛市","370303","市北一区","3703927679","3703927679","0267","甜蜜蜜","0","0","0","0","3","15"
"3703","青岛市","370303","市北一区","3703927679","3703927679","0451","麻辣6","0","0","0","0","4","50"
"3703","青岛市","370303","市北一区","3703927680","3703927680","0328","乐在7中","0","0","0","0","4","40"
"3703","青岛市","370303","市北一区","3703927680","3703927680","0472","绿翡翠 9","0","0","0","0","1","15"
"3703","青岛市","370303","市北一区","3703927682","3703927682","0267","甜蜜蜜","0","0","0","0","5","65"
"3703","青岛市","370303","市北一区","3703927682","3703927682","0451","麻辣6","0","0","0","0","4","35"
"3703","青岛市","370303","市北一区","3703927687","3703927687","0451","麻辣6","0","0","0","0","6","30"
"3703","青岛市","370303","市北一区","3703927689","3703927689","0267","甜蜜蜜","0","0","0","0","6","30"
"3703","青岛市","370303","市北一区","3703927689","3703927689","0451","麻辣6","0","0","0","0","1","10"
"3703","青岛市","370303","市北一区","3703927689","3703927689","0472","绿翡翠 9","0","0","0","0","1","10"
"3703","青岛市","370303","市北一区","3703927794","3703927794","0453","旺旺","0","0","0","0","2","25"
"3703","青岛市","370303","市北一区","3703927794","3703927794","0467","加油","0","0","0","0","2","4"
"3703","青岛市","370303","市北一区","3703927815","3703927815","0451","麻辣6","0","0","0","0","1","5"
"3703","青岛市","370303","市北一区","3703927815","3703927815","0462","体彩顶呱刮十周年庆","0","0","0","0","1","5"
"3703","青岛市","370303","市北一区","3703927815","3703927815","0468","巅峰对决","0","0","0","0","2","15"
"3703","青岛市","370303","市北一区","3703927843","3703927843","0267","甜蜜蜜","0","0","0","0","6","50"
"3703","青岛市","370303","市北一区","3703927843","3703927843","0423","太空寻宝","0","0","0","0","2","4"
"3703","青岛市","370303","市北一区","3703927843","3703927843","0472","绿翡翠 9","0","0","0","0","2","20"
"3703","青岛市","370303","市北一区","3703927843","3703927843","0481","节气歌","0","0","0","0","2","80"
"3703","青岛市","370303","市北一区","3703927845","3703927845","0267","甜蜜蜜","0","0","0","0","1","10"
"3703","青岛市","370303","市北一区","3703927845","3703927845","0418","招财猫","0","0","0","0","1","200"
"3703","青岛市","370303","市北一区","3703927845","3703927845","0431","粉橙蓝","0","0","0","0","2","15"
"3703","青岛市","370303","市北一区","3703927847","3703927847","0385","卧虎藏龙","0","0","0","0","4","40"
"3703","青岛市","370303","市北一区","3703927848","3703927848","0451","麻辣6","0","0","0","0","5","40"
"3703","青岛市","370303","市北一区","3703927851","3703927851","0385","卧虎藏龙","0","0","0","0","2","10"
"3703","青岛市","370303","市北一区","3703927851","3703927851","0451","麻辣6","0","0","0","0","1","5"
"3703","青岛市","370303","市北一区","3703927853","3703927853","0423","太空寻宝","0","0","0","0","1","2"
"3703","青岛市","370303","市北一区","3703927853","3703927853","0462","体彩顶呱刮十周年庆","0","0","0","0","11","80"
"3703","青岛市","370303","市北一区","3703927853","3703927853","0472","绿翡翠 9","0","0","0","0","3","40"
"3703","青岛市","370303","市北一区","3703927853","3703927853","0481","节气歌","0","0","0","0","1","20"
"3703","青岛市","370303","市北一区","3703927855","3703927855","0267","甜蜜蜜","0","0","0","0","3","15"
"3703","青岛市","370303","市北一区","3703927856","3703927856","0267","甜蜜蜜","0","0","0","0","6","55"
"3703","青岛市","370303","市北一区","3703927856","3703927856","0292","绿翡翠9","0","0","0","0","1","20"
"3703","青岛市","370303","市北一区","3703927856","3703927856","0423","太空寻宝","0","0","0","0","2","4"
"3703","青岛市","370303","市北一区","3703927857","3703927857","0363","富贵竹","0","0","0","0","1","30"
"3703","青岛市","370303","市北一区","3703927857","3703927857","0408","7","0","0","0","0","1","50"
"3703","青岛市","370303","市北一区","3703927857","3703927857","0451","麻辣6","0","0","0","0","2","10"
"3703","青岛市","370303","市北一区","3703927857","3703927857","0482","锦绣","0","0","0","0","2","40"
"3703","青岛市","370303","市北一区","3703927859","3703927859","0423","太空寻宝","0","0","0","0","1","2"
"3703","青岛市","370303","市北一区","3703927859","3703927859","0449","十二星座","0","0","0","0","1","10"
"3703","青岛市","370303","市北一区","3703927859","3703927859","0451","麻辣6","0","0","0","0","1","20"
"3703","青岛市","370303","市北一区","3703927859","3703927859","0481","节气歌","0","0","0","0","18","430"
"3703","青岛市","370303","市北一区","3703927860","3703927860","0418","招财猫","0","0","0","0","1","10"
"3703","青岛市","370303","市北一区","3703927861","3703927861","0482","锦绣","0","0","0","0","1","20"
"3703","青岛市","370303","市北一区","3703927863","3703927863","0267","甜蜜蜜","0","0","0","0","2","15"
"3703","青岛市","370303","市北一区","3703927863","3703927863","0449","十二星座","0","0","0","0","1","10"
"3703","青岛市","370303","市北一区","3703927863","3703927863","0467","加油","0","0","0","0","2","4"
"3703","青岛市","370303","市北一区","3703927865","3703927865","0468","巅峰对决","0","0","0","0","4","20"
"3703","青岛市","370303","市北一区","3703927866","3703927866","0267","甜蜜蜜","0","0","0","0","1","5"
"3703","青岛市","370303","市北一区","3703927867","3703927867","0473","数字密码","0","0","0","0","1","10"
"3703","青岛市","370303","市北一区","3703927869","3703927869","0423","太空寻宝","0","0","0","0","1","2"
"3703","青岛市","370303","市北一区","3703927869","3703927869","0438","财运旺好运旺","0","0","0","0","1","5"
"3703","青岛市","370303","市北一区","3703927869","3703927869","0451","麻辣6","0","0","0","0","5","55"
"3703","青岛市","370303","市北一区","3703927869","3703927869","0463","体彩顶呱刮十周年庆","0","0","0","0","1","10"
"3703","青岛市","370303","市北一区","3703927869","3703927869","0465","十倍幸运","0","0","0","0","1","20"
"3703","青岛市","370303","市北一区","3703927869","3703927869","0473","数字密码","0","0","0","0","1","10"
"3703","青岛市","370303","市北一区","3703927870","3703927870","0451","麻辣6","0","0","0","0","6","80"
"3703","青岛市","370303","市北一区","3703927870","3703927870","0472","绿翡翠 9","0","0","0","0","1","180"
"3703","青岛市","370303","市北一区","3703927870","3703927870","0473","数字密码","0","0","0","0","2","30"
"3703","青岛市","370303","市北一区","3703927871","3703927871","0423","太空寻宝","0","0","0","0","10","89"
"3703","青岛市","370303","市北一区","3703927871","3703927871","0451","麻辣6","0","0","0","0","1","5"
"3703","青岛市","370303","市北一区","3703927873","3703927873","0385","卧虎藏龙","0","0","0","0","4","25"
"3703","青岛市","370303","市北一区","3703927873","3703927873","0418","招财猫","0","0","0","0","1","50"
"3703","青岛市","370303","市北一区","3703927873","3703927873","0438","财运旺好运旺","0","0","0","0","2","15"
"3703","青岛市","370303","市北一区","3703927873","3703927873","0449","十二星座","0","0","0","0","1","10"
"3703","青岛市","370303","市北一区","3703927873","3703927873","0451","麻辣6","0","0","0","0","2","25"
"3703","青岛市","370303","市北一区","3703927873","3703927873","0460","新时代 动起来","0","0","0","0","1","5"
"3703","青岛市","370303","市北一区","3703927875","3703927875","0423","太空寻宝","0","0","0","0","1","2"
"3703","青岛市","370303","市北一区","3703927875","3703927875","0468","巅峰对决","0","0","0","0","3","20"
"3703","青岛市","370303","市北一区","3703927911","3703927911","0322","麻辣6","0","0","0","0","9","85"
"3703","青岛市","370303","市北一区","3703927911","3703927911","0434","八喜","0","0","0","0","4","64"
"3703","青岛市","370303","市北一区","3703927911","3703927911","0468","巅峰对决","0","0","0","0","5","30"
"3703","青岛市","370303","市北一区","3703927911","3703927911","0478","爱跑","0","0","0","0","1","10"
"3703","青岛市","370303","市北一区","3703927913","3703927913","0267","甜蜜蜜","0","0","0","0","12","150"
"3703","青岛市","370303","市北一区","3703927913","3703927913","0451","麻辣6","0","0","0","0","5","40"
"3703","青岛市","370303","市北一区","3703927913","3703927913","0463","体彩顶呱刮十周年庆","0","0","0","0","1","10"
"3703","青岛市","370303","市北一区","3703927913","3703927913","0481","节气歌","0","0","0","0","1","20"
"3703","青岛市","370303","市北一区","3703927999","3703927999","0418","招财猫","0","0","0","0","1","20"
"3703","青岛市","370303","市北一区","3703928001","3703928001","0467","加油","0","0","0","0","5","10"
"3703","青岛市","370311","黄岛一区","3703003008","3703003008","0386","卧虎藏龙","0","0","0","0","2","210"
"3703","青岛市","370311","黄岛一区","3703003008","3703003008","0431","粉橙蓝","0","0","0","0","4","30"
"3703","青岛市","370311","黄岛一区","3703003008","3703003008","0461","糖葫芦","0","0","0","0","3","6"
"3703","青岛市","370311","黄岛一区","3703003010","3703003010","0328","乐在7中","0","0","0","0","1","10"
"3703","青岛市","370311","黄岛一区","3703003010","3703003010","0451","麻辣6","0","0","0","0","1","5"
"3703","青岛市","370311","黄岛一区","3703003010","3703003010","0462","体彩顶呱刮十周年庆","0","0","0","0","1","5"
"3703","青岛市","370311","黄岛一区","3703003010","3703003010","0468","巅峰对决","0","0","0","0","1","5"
"3703","青岛市","370311","黄岛一区","3703003034","3703003034","0134","宝石之王","11","6,600","0","0","0","0"
"3703","青岛市","370311","黄岛一区","3703003034","3703003034","0267","甜蜜蜜","1","600","1","600","0","0"
"3703","青岛市","370311","黄岛一区","3703003034","3703003034","0380","中国红","1","600","1","600","0","0"
"3703","青岛市","370311","黄岛一区","3703003034","3703003034","0385","卧虎藏龙","1","600","0","0","0","0"
"3703","青岛市","370311","黄岛一区","3703003034","3703003034","0423","太空寻宝","1","600","0","0","0","0"
"3703","青岛市","370311","黄岛一区","3703003034","3703003034","0432","强力5","1","600","0","0","0","0"
"3703","青岛市","370311","黄岛一区","3703003034","3703003034","0433","富贵有余","1","600","0","0","0","0"
"3703","青岛市","370311","黄岛一区","3703003034","3703003034","0434","八喜","1","600","0","0","0","0"
"3703","青岛市","370311","黄岛一区","3703003034","3703003034","0446","天降财神","1","600","0","0","0","0"
"3703","青岛市","370311","黄岛一区","3703003034","3703003034","0451","麻辣6","1","600","0","0","0","0"
"3703","青岛市","370311","黄岛一区","3703003034","3703003034","0465","十倍幸运","1","600","1","600","0","0"
"3703","青岛市","370311","黄岛一区","3703003034","3703003034","0472","绿翡翠 9","1","600","0","0","0","0"
"3703","青岛市","370311","黄岛一区","3703003034","3703003034","0481","节气歌","0","0","2","1,200","0","0"
"3703","青岛市","370311","黄岛一区","3703003070","3703103070","0260","开门8件事","1","600","0","0","0","0"
"3703","青岛市","370311","黄岛一区","3703003070","3703103070","0292","绿翡翠9","0","0","0","0","3","85"
"3703","青岛市","370311","黄岛一区","3703003070","3703103070","0328","乐在7中","0","0","0","0","1","10"
